tweet_no,SENTENCES,Golden
1267,"‘Vaccine apartheid’: “The roll-out of Covid-19 vaccines, with poor countries far behind, has exposed the moral bankruptcy and structural privilege of Western nations. “ https://t.co/tRGrXIFRQL",1
1268,"Country musician Larry Gatlin goes on Fox and announces that he came down with COVID-19 four days after taking the 2nd Moderna vaccine. Then says he wants to ""thank Moderna for giving him Covid."" Fox host them forced to read CDC statement that vaccines don't contain live virus.",1
1269,"“THE Philippines has secured a total of $900 million (about P43.65 billion) worth of financing from the World Bank and Asian Development Bank (ADB), which will be used to procure coronavirus disease 2019 (Covid-19) vaccines.” https://t.co/y1NP5v1qcg",1
1270,"Scale up vaccination using multiple platforms -Mass sites -Pharmacies -Pop-up locations -Doctors’ offices Soon we'll go from too few vaccines to too few arms to put vaccines into. Find and address barriers: to access, to understanding, to acceptance. https://t.co/7fsclSi6jJ 8/ https://t.co/5eOIxyJHND",0
1271,"When states began to announce body mass index (BMI) would be a factor in determining early eligibility for COVID-19 vaccines, Sydney Greene experienced a lot of complicated feelings, ranging from apprehension to shame. https://t.co/CPdFNrncPC",1
1272,"All living former US Presidents, Presidents Barack Obama, George W. Bush, Bill Clinton and Jimmy Carter, have banded together for two national ad campaigns that are designed to drive trust in COVID-19 vaccines. https://t.co/BojousOayp",1
1273,"The World Bank has approved a US $500-million funding for the Philippines to support its government's efforts in addressing the COVID-19 pandemic, including the purchase and distribution of vaccines. https://t.co/yoeuYS4L6O",1
1274,"2/2 We MUST be cautious. Increased #COVID19 activity, particularly with more contagious variants, raises the risk for trends reversing &amp; rapid resurgence before vaccines programs can expand to protect all Canadians. Our work is not done: https://t.co/w27G7rHASE",1
1275,"“COVID-19 vaccines must be considered a global public good.     Governments and businesses must share doses and technology so supply goes further, and distribution goes faster.” António Guterres Secretary-General of the United Nations https://t.co/uCnWJp3ANO",0
1276,"This #WorldKidneyDay we celebrate the work done by our renal and vaccine delivery teams who have been delivering vital Covid vaccines at Dialysis Hubs in New Cross Gate, Camberwell, Tunbridge Wells and Guy’s Hospital. #WorldKidneyDay #Kidneydisease https://t.co/KHnxAfSBF8",1
1277,"Commissioner Malcolm is eligible for COVID-19 vaccine and got the Johnson &amp; Johnson shot through her health care provider today. All three vaccines available are proven to be safe and effective at preventing severe disease, hospitalization, and death. https://t.co/iBypibCukT",1
1278,"“We are thrilled to now offer vaccines to these vulnerable residents who have waited patiently for their turn,” said Dr. Borenstein. “I encourage everyone who is eligible to get vaccinated as soon as you can to protect yourself and help end the pandemic.” https://t.co/IB4kEVE4N2",0
1279,The American Rescue plan is about getting help to those who need it most. I just voted YES for: 💵$1400 direct relief payments 🏛Relief funding for state and local governments 💉More COVID-19 vaccines 🍽Funds to help struggling restaurants #AmericanRescuePlan https://t.co/H900bwm7mr,1
1280,"Breaking: Philly is immediately expanding vaccine eligibility to all residents 65 and older. Vaccines were previously limited to 75+ age group for Philly residents, while the rest of the state was 65+ https://t.co/1VDkixV5wO",1
1281,74% of the British public think governments should ensure vaccine science and know-how is shared with qualified manufacturers around the world. We need a #PeoplesVaccine now. https://t.co/SMv3gsye32,1
1282,"Everyone needs vaccines. They are recommended for infants, children, teenagers, and adults Make sure that you and your loved ones get the COVID-19 vaccine #KickCOVIDoutOfKenya https://t.co/74CSN5Hwwr",1
1283,"For the record, I am in favor of most vaccines in general, and any COVID-19 vaccine which induces a strong IgA antibody response. 💉 The list of COVID-19 vaccines which presently fit that bill is as follows: https://t.co/9b6bKoR3Qg",0
1284,WSJ's @mgordonwsj reported Russian efforts to sow disinfo regarding Pfizer &amp; other vaccines 👉Read more for insights on Russia's overt information manipulation re: vaccines from a new @SecureDemocracy report by Bret Shafer and the Hamilton team https://t.co/hPFxruP4hC,1
1285,"History in the making. @UPS, @zipline and @gavi working together to deliver Covid-19 vaccine to rural parts of Ghana. https://t.co/c15KjRuTJt",1
1286,"Awesome time volunteering w/an amazing grp of local providers and nurses at multiple churches that opened doors to help us give 2nd dose COVID-19 vaccines to &gt;1700 African American and Latinx seniors from vulnerable zip codes in Raleigh, NC. Here's our strike team-all smiles! https://t.co/oCdNyTvhnS",1
1287,"Doug Ford has 15 months left in his term. He's going to sell off, burn down as much of #Ontario as possible, while the population remains distracted by Covid-19 &amp; vaccines! It'll take years to rebuild! #cdnpoli #Barrie https://t.co/R1i401bG6F",1
1288,"Proud of Australia’s good friend and strong regional partner India for donating 50,000 COVID-19 vaccines to Ghana. We are all in this together! @dfat @GhanaMFA @HCI_Accra https://t.co/9PmLEpYUXw",1
1289,"With 4 million uninsured people in Florida, @CarlosGSmith said he's encouraged anyone medically at risk to make vaccine appointments and go to the sites with or without the form. “I’ve had to talk people into just going.” 💉 https://t.co/LirTHF9Nty",1
1290,"With Hon PM, UN Resident Coordinator and the 12400 Astra Zeneca Vaccines we received tonight . It is the beginning of the end to COVID-19 in Fiji and its affect on the nation as a whole. #TogetherWeCan https://t.co/Z4iuP88pSf",1
1291,"Now that three COVID-19 vaccines are approved, we're hearing questions about the importance of second doses. Here's the information you need to make sure you and your loved ones are as protected as possible. #COVIDvaccineFAQ #COVIDvaccinequestions #FAQFriday https://t.co/PgvQfApIDT",0
1292,"New from @ViralityProject: a look at what to expect in upcoming mis- and disinfo narratives about the safety, efficacy, &amp; distribution of COVID-19 vaccines. We give strategies for public health communicators to pre-bunk these themes before they take hold. https://t.co/nlhXybVKni",0
1293,"Today, Sue and I received our first COVID-19 shot at the Dunkin’ Donuts Center — we’re feeling great! These vaccines are safe and will save lives. Every shot helps Rhode Island get one step closer to beating this virus and getting back to school, back to work and back to normal. https://t.co/itMZopTxXm",1
1294,"Made in Ghana goods and services 😭😭 meanwhile others are very busy making cars, phones, planes, covid-19 vaccines, etc. Look at what the fools are also doing in Afuommu ho😭 The system is not working https://t.co/tEkb2PmCtW https://t.co/3W8890Fj4X https://t.co/a0E6oRy0pE https://t.co/dUiZAJdVkF",0
1295,MARYLAND FRIENDS LOOKING FOR COVID VACCINES: Check giant food starting Monday's around 11:30. They roll out appts for THAT week during lunch. Refresh non stop. Also https://t.co/3bfLa7snFI and COVID-19 Vaccination Sites https://t.co/YqfgIpD15a,1
1296,Meet the scientists on TikTok challenging conspiracy theories and misinformation surrounding the COVID-19 vaccines https://t.co/GLwgyYnrUe,0
1297,"With Mythbuster Quiz, we'll help debunk some of the myths doing the rounds about Covid-19 vaccines and let you win some cool prizes as well. All you need to do is to submit your answers as comments, tag three of your friends and follow Alexis Hospital's social media pages! https://t.co/Qf1TzifclP",0
1298,"My special intention on this Mothering Sunday, in our a lenten journey,is for Mother Africa and global south’s plea for inoculation against Covid-19 to be heard.I pray for safe,accessible and inexpensive vaccines ;for all patents(TRIPS)on these vaccines and more to be set aside .",0
1299,Dr. Vernon Coleman says this is his most important video to date. It's about the recent ⚠️ by vaccine developer @GVDBossche⁩ on the DANGER of mass vaccinations. Covid-19 Vaccines Are Weapons of Mass Destruction - and Could Wipe out the Human Race https://t.co/Sia29Yrhk2,1
1300,"For those of you considering getting the Covid-19 vaccines, I challenge you to film yourself getting the shot and thanking President Trump for executing them! @DonaldJTrumpJr @T_S_P_O_O_K_Y @LaraLeaTrump @EricTrump @EzraACohen @seanhannity @sean_spicier",0
1301,"The gift of the three COVID-19 vaccines, their safety and effectiveness, their proven record of keeping people out of the hospital and saving lives, gives me hope. - @LADeptHealth Sec. Dr. Courtney Phillips on the hope the vaccines give for beating the virus. #lagov https://t.co/9Kv3z5V5oL",1
1302,"Australia, Japan, India and the United States reached an agreement Friday morning during their first-ever “Quad Summit” to provide a billion Covid-19 vaccine doses to the Indo-Pacific region by 2022. @samhawk81 https://t.co/l4QlfXW5TP",1
1303,"#COVID19SK Update for March 12: 98,571 vaccines administered, 176 new cases, 131 recoveries, 129 people in hospital, 3 new deaths Current 7-Day average: 134 (11.0 new cases per 100,000) More info: https://t.co/rhjj8BEdBQ COVID-19 Dashboard: https://t.co/kvBuGtZGWW https://t.co/78Lm64LfmI",1
1304,"President Joe Biden announced changes Thursday to make COVID-19 vaccines more available, including to those in underserved areas. https://t.co/0lSMCNs6n7",1
1305,"The NHS will continue to contact and hold one-to-one meetings with doctors and other staff who haven’t taken up the offer of a covid-19 vaccine to tackle any hesitancy, the vaccines minister said this week https://t.co/haW3HN4Vh5 @Garethiacobucci reports",1
1306,"Easy-to-understand, updated chart showing the use of abortion-derived fetal cell lines in development/production and testing of COVID-19 vaccines @theWesleyJSmith on our COVID-19 vaccine chart (last updated March 3, 2021) in @NRO https://t.co/xdv7ywH9pb",0
1307,"COVID-19 vaccines: On Monday, MEPs of the @EP_Environment will question representatives from @EMA_News , @ECDC_EU and @WHO on the efficacy of vaccines against mutations of the COVID-19 virus. More information &amp; how to follow: https://t.co/aWBr0BHXjP",0
1308,AMC says the rollout of COVID-19 vaccines and new movie releases should boost sales this year https://t.co/sQjCekrwQj https://t.co/US2nZgzhd0,1
1309,"The first covid vaccine shot was given on Dec. 14, 2020. It will be an Incredible feat of manufacturing, distribution and administration if we can get it to *all* Americans less than six months later. https://t.co/gjKJ9VeH6D",1
1310,"COVID-19 one year later: Experts discuss vaccines, stimulus checks and more ahead of Biden's first primetime address https://t.co/zNP0cLzhyX",0
1311,"Starting Saturday, you can book a COVID-19 vaccine appointment through CVS in Oklahoma. For now, locations are only in Oklahoma and Tulsa counties, but CVS plans to expand to more locations over time. https://t.co/SSTG8bFQZC",1
1312,"Congratulations to Myrna and Mervin Lass for receiving their #COVID19 vaccine at @Sunnybrook on their 68th anniversary! As vaccine supply increases and we continue to ramp up capacity, we're excited to see even more Ontarians receive their vaccines. https://t.co/ecrY1eaL0Q",1
